Ejecucion;Instancia;Algoritmo;Total map coverage;map coverage by time (10s);PoiVigilar cantidad pois activados;PoiCritico cantidad pois activados;PoiVigilar cantidad pois atendidos;PoiCritico cantidad pois atendidos;PoiVigilar tiempoRespuesta promedio;PoiCritico tiempoRespuesta promedio;PoiVigilar tiempoRespuesta peor caso;PoiCritico tiempoRespuesta peor caso;PoiVigilar tiempoRespuesta mejor caso;PoiCritico tiempoRespuesta mejor caso
1;0;SH_TIMESTAMP;100;[0.0, 0.0, 0.0, 5.0, 10.0, 15.0, 20.0, 20.0, 20.0, 25.0, 30.0, 30.0, 35.0, 40.0, 45.0, 55.0, 60.0, 60.0, 65.0, 70.0, 75.0, 75.0, 80.0, 80.0, 85.0, 85.0, 90.0, 95.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0];2;1;0;0;0;0;0;0;0;0
